,school,sex,age,address,fam_size,p_status,m_edu,f_edu,reason,guardian,travel_time,study_time,failures,school_sup,fam_sup,paid,activities,higher,internet,romantic,fam_rel,free_time,go_out,dalc,walc,health,absences,objecting,grade
161,GP,M,16,U,GT3,T,4,4,course,mother,1,1,0,no,yes,no,no,no,yes,yes,3,3,2,2,1,5,16,161,8.67
162,GP,M,15,U,LE3,A,2,1,course,mother,4,1,0,no,no,no,no,yes,yes,no,4,5,5,2,5,5,0,162,11.33
163,GP,M,18,U,LE3,T,1,1,course,mother,1,1,2,no,no,no,no,no,yes,yes,2,3,5,2,5,4,0,163,6.67
164,GP,M,16,U,LE3,T,2,1,course,mother,1,1,1,no,no,no,yes,yes,no,yes,4,4,4,3,5,5,6,164,9.67
165,GP,F,15,R,GT3,T,3,3,reputation,other,2,3,0,no,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,165,13.0
166,GP,M,19,U,GT3,T,3,2,home,mother,1,1,0,no,yes,no,no,no,yes,yes,4,5,4,1,1,4,6,166,10.33
167,GP,F,17,U,GT3,T,4,4,course,mother,1,1,0,yes,yes,no,no,yes,no,yes,4,2,1,1,1,4,0,167,13.0
168,GP,M,15,R,GT3,T,2,3,course,mother,1,2,0,yes,no,yes,yes,yes,no,no,4,4,4,1,1,1,0,168,7.67
169,GP,M,17,R,LE3,T,1,2,reputation,mother,1,1,3,no,no,no,no,yes,no,no,2,2,2,3,3,5,14,169,9.0
170,GP,F,18,R,GT3,T,1,1,course,mother,3,1,3,no,yes,no,yes,yes,no,no,5,2,5,1,5,4,6,170,10.67
171,GP,M,16,R,GT3,T,2,2,course,mother,3,1,0,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,171,11.0
172,GP,M,16,U,GT3,T,3,3,course,father,1,2,1,no,yes,no,no,yes,yes,yes,4,5,5,4,4,5,0,172,7.0
173,GP,M,16,U,LE3,T,1,2,course,mother,2,1,2,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,173,9.0
174,GP,M,17,R,LE3,T,2,1,course,mother,2,1,1,no,no,yes,yes,no,yes,yes,3,3,2,2,2,5,8,174,8.33
175,GP,M,17,R,GT3,T,3,2,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,4,4,4,1,4,3,4,175,7.0
176,GP,M,15,U,LE3,T,1,2,course,mother,2,1,0,no,no,no,yes,yes,no,no,4,4,4,2,4,5,2,176,9.0
177,GP,M,16,U,GT3,T,1,3,course,father,1,1,1,no,no,no,no,no,yes,no,5,3,3,1,4,2,2,177,8.33
178,GP,M,17,R,LE3,T,1,1,course,mother,4,2,0,no,no,no,yes,no,no,yes,5,3,5,1,5,5,0,178,8.0
179,GP,M,17,U,GT3,T,3,2,course,mother,2,1,3,no,yes,no,yes,no,no,no,4,5,2,1,1,2,10,179,7.67
180,GP,M,16,U,GT3,T,2,2,course,father,1,2,0,no,no,no,no,no,yes,no,4,3,5,2,4,4,0,180,10.0
181,GP,F,16,U,GT3,T,4,2,home,father,1,2,0,no,no,no,no,yes,yes,yes,4,2,3,1,1,3,0,181,17.33
182,GP,F,16,U,GT3,T,2,2,home,mother,1,2,0,no,yes,no,no,yes,yes,no,5,1,5,1,1,4,0,182,12.33
183,GP,F,16,U,GT3,T,4,4,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,4,2,1,1,3,0,183,16.33
184,GP,M,16,U,GT3,T,3,4,course,father,3,1,1,no,yes,no,yes,yes,yes,no,3,4,5,2,4,2,4,184,9.33
185,GP,M,16,U,GT3,T,1,0,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,4,3,2,1,1,3,0,185,17.0
186,GP,M,17,U,LE3,T,4,4,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,4,4,1,3,5,0,186,10.0
187,GP,F,16,U,GT3,T,1,3,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,3,5,1,1,3,0,187,13.33
188,GP,F,16,U,LE3,T,3,3,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,4,5,1,1,4,0,188,14.33
189,GP,M,17,U,LE3,T,4,3,course,mother,2,2,0,no,no,no,yes,yes,yes,no,4,4,4,4,4,4,0,189,10.67
190,GP,F,16,U,GT3,T,2,2,reputation,mother,2,2,0,no,no,no,yes,yes,yes,no,3,4,4,1,4,5,0,190,13.0
191,GP,M,17,U,GT3,T,3,3,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,4,3,4,1,4,4,4,191,10.0
192,GP,M,16,R,GT3,T,4,2,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,3,3,3,4,3,8,192,10.0
193,GP,M,17,U,GT3,T,4,3,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,193,11.67
194,GP,M,16,U,GT3,T,4,3,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,194,10.67
195,GP,M,16,U,GT3,T,3,3,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,2,3,1,2,3,0,195,12.0
196,GP,F,17,U,GT3,T,2,4,reputation,father,1,2,0,no,yes,no,yes,yes,no,no,5,4,2,2,3,5,0,196,17.33
197,GP,F,17,U,LE3,T,3,3,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,5,3,3,2,3,1,32,197,13.67
198,GP,F,16,U,GT3,T,3,2,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,1,2,2,1,2,1,8,198,15.0
199,GP,M,17,U,GT3,T,3,3,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,3,4,2,3,4,6,199,12.67
200,GP,M,16,U,GT3,T,1,2,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,3,3,3,1,2,3,0,200,10.0
201,GP,M,16,U,LE3,T,2,1,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,0,201,14.33
202,GP,F,17,U,GT3,A,3,3,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,3,3,1,3,3,10,202,13.0
203,GP,M,17,R,GT3,T,1,2,home,mother,1,2,0,no,no,no,no,yes,no,no,3,1,3,1,5,3,6,203,9.33
204,GP,F,16,U,GT3,T,2,3,course,mother,1,2,0,no,no,no,no,yes,yes,no,4,3,3,1,1,2,6,204,12.33
205,GP,F,17,U,GT3,T,1,1,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,205,11.67
206,GP,M,17,U,GT3,T,1,2,other,other,2,2,0,no,no,no,yes,yes,yes,no,4,4,4,4,5,5,16,206,11.0
207,GP,M,16,R,GT3,T,3,3,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,4,3,2,3,4,5,0,207,10.33
208,GP,M,16,U,GT3,T,2,3,home,father,2,1,0,no,no,no,no,yes,yes,no,5,3,3,1,1,3,0,208,12.33
209,GP,F,17,U,LE3,T,2,4,course,father,1,2,0,no,no,no,yes,yes,yes,yes,4,3,2,1,1,5,8,209,15.0
210,GP,M,17,U,GT3,T,4,4,home,mother,1,1,0,no,no,no,no,yes,yes,no,5,2,3,1,2,5,4,210,13.33
211,GP,M,16,R,LE3,T,3,3,home,father,3,1,0,no,yes,no,yes,yes,yes,no,3,3,4,3,5,3,16,211,11.0
212,GP,F,17,U,GT3,T,4,4,home,mother,2,1,1,no,yes,no,no,yes,yes,no,4,2,4,2,3,2,30,212,15.0
213,GP,F,16,U,LE3,T,4,4,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,4,5,2,1,2,3,0,213,10.67
214,GP,F,16,U,GT3,T,4,3,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,1,5,2,2,214,14.33
215,GP,F,16,U,GT3,T,2,3,reputation,mother,1,2,0,yes,yes,no,yes,yes,no,no,4,4,3,1,3,4,4,215,11.67
216,GP,F,17,U,GT3,T,1,1,course,mother,1,2,0,no,yes,no,no,yes,no,no,4,4,4,1,3,1,0,216,14.67
217,GP,F,17,R,GT3,T,2,2,reputation,mother,1,1,0,no,yes,no,no,yes,yes,no,5,3,2,1,2,3,21,217,13.0
218,GP,F,16,R,GT3,T,2,2,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,5,3,5,1,1,5,6,218,13.0
219,GP,F,17,U,GT3,T,3,4,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,4,4,3,3,4,5,14,219,8.33
220,GP,F,16,U,GT3,A,3,1,course,mother,1,2,0,no,yes,no,no,yes,yes,no,2,3,3,2,2,4,2,220,11.33
221,GP,F,16,U,GT3,T,4,3,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,1,3,2,1,1,1,4,221,14.67
222,GP,F,16,U,GT3,T,1,1,home,mother,2,1,0,no,yes,no,no,yes,no,no,4,3,2,1,4,5,2,222,12.67
223,GP,F,17,R,GT3,T,4,3,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,4,4,2,1,1,4,0,223,11.67
224,GP,F,19,U,GT3,T,3,3,reputation,other,1,4,0,no,yes,no,yes,yes,yes,no,4,3,3,1,2,3,4,224,12.0
225,GP,M,17,U,LE3,T,4,4,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,5,3,5,4,5,3,15,225,12.33
226,GP,F,16,U,GT3,A,2,2,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,no,3,3,4,1,1,4,0,226,13.0
227,GP,M,18,U,GT3,T,2,2,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,4,4,2,4,5,10,227,11.33
228,GP,F,17,R,LE3,T,4,4,other,mother,1,1,0,no,yes,no,no,yes,no,no,5,2,1,1,2,3,6,228,11.33
229,GP,F,17,U,LE3,T,3,2,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,4,4,4,1,3,1,2,229,15.0
230,GP,F,17,U,GT3,T,4,3,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,3,4,5,2,4,1,16,230,10.0
231,GP,M,18,U,LE3,T,3,3,home,father,1,2,0,no,yes,no,no,yes,yes,no,3,2,4,2,4,4,10,231,10.0
232,GP,F,17,U,GT3,T,2,3,home,father,2,1,0,no,yes,no,no,yes,no,no,3,3,3,1,4,3,4,232,12.67
233,GP,F,17,U,GT3,T,2,2,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,4,3,3,1,1,4,0,233,12.33
234,GP,F,17,R,GT3,T,2,1,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,2,5,1,2,5,0,234,10.67
235,GP,F,17,U,GT3,T,1,1,reputation,mother,1,3,0,no,yes,no,yes,yes,no,yes,4,3,4,1,1,5,12,235,12.0
236,GP,F,16,U,GT3,T,2,3,other,mother,1,2,0,yes,no,no,no,yes,yes,no,2,3,1,1,1,3,0,236,13.33
237,GP,M,18,U,GT3,T,2,2,home,mother,2,2,3,no,yes,yes,no,yes,yes,no,3,3,3,5,5,4,9,237,9.67
238,GP,F,16,U,GT3,T,4,4,home,mother,1,3,0,no,yes,no,yes,yes,yes,no,5,3,2,1,1,5,4,238,15.67
239,GP,F,18,R,GT3,T,3,1,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,3,3,1,1,4,4,239,8.0
240,GP,F,17,U,GT3,T,3,2,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,4,1,3,3,2,240,17.33
241,GP,M,17,U,LE3,T,2,3,reputation,father,1,2,0,no,yes,no,no,yes,yes,no,5,3,3,1,3,3,0,241,10.67
242,GP,M,18,U,LE3,T,2,1,course,mother,4,2,0,yes,yes,no,yes,yes,yes,yes,4,3,2,4,5,3,2,242,10.0
243,GP,F,17,U,GT3,A,2,1,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,3,2,3,1,2,3,0,243,15.33
244,GP,F,17,U,LE3,T,4,3,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,3,2,3,1,2,3,0,244,12.67
245,GP,M,17,R,GT3,T,2,2,course,father,2,2,0,no,yes,no,yes,yes,yes,no,4,5,2,1,1,1,0,245,12.67
246,GP,M,17,U,GT3,T,4,4,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,4,5,5,1,3,2,0,246,13.0
247,GP,M,16,U,GT3,T,4,4,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,4,2,4,2,4,1,0,247,13.33
248,GP,M,16,U,LE3,T,1,1,home,mother,2,2,0,no,yes,no,no,yes,yes,no,3,4,2,1,1,5,2,248,9.0
249,GP,M,16,U,GT3,T,3,2,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,5,3,3,1,3,2,0,249,12.0
250,GP,M,17,U,LE3,T,2,2,home,father,1,2,0,no,no,no,yes,yes,yes,yes,4,4,2,5,5,4,0,250,16.0
251,GP,F,16,U,GT3,T,2,1,home,mother,1,1,0,no,no,no,no,yes,yes,yes,4,5,2,1,1,5,4,251,9.67
252,GP,F,16,U,GT3,A,4,1,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,3,3,1,2,5,0,252,13.33
253,GP,F,18,U,LE3,A,2,4,course,mother,2,2,1,no,yes,no,no,yes,yes,no,4,3,3,1,1,3,18,253,10.0
254,GP,F,18,U,LE3,T,2,2,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,5,3,1,1,1,5,16,254,9.0
255,GP,F,18,U,GT3,T,3,3,course,mother,2,1,1,no,no,no,no,no,yes,no,4,1,1,1,1,3,14,255,7.33
256,GP,M,18,U,GT3,T,2,2,course,other,1,1,1,no,yes,no,yes,no,yes,yes,4,4,3,2,2,1,26,256,7.67
257,GP,M,17,U,GT3,T,4,4,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,4,2,1,1,2,5,6,257,9.0
258,GP,F,17,U,GT3,T,3,2,course,father,1,2,0,no,no,no,yes,yes,no,no,5,4,2,1,1,3,4,258,14.33
259,GP,F,17,U,LE3,T,1,1,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,2,1,2,4,10,259,10.33
260,GP,F,16,U,GT3,T,1,2,course,mother,1,1,0,no,no,no,no,no,yes,no,5,3,5,1,2,5,4,260,11.33
261,GP,F,17,R,GT3,T,2,1,course,mother,3,2,0,no,no,no,yes,yes,no,no,2,1,1,1,1,3,2,261,13.0
262,GP,F,17,R,LE3,A,1,4,course,other,4,1,1,no,yes,no,no,yes,yes,no,5,5,4,1,1,5,14,262,8.67
263,GP,M,18,U,GT3,T,2,2,reputation,father,1,2,0,no,no,no,no,no,yes,no,5,5,4,3,5,2,16,263,7.67
264,GP,F,17,U,LE3,A,2,2,home,mother,1,1,1,no,yes,no,no,no,yes,no,3,1,2,1,1,1,8,264,10.0
265,GP,F,17,R,LE3,T,1,1,course,mother,2,3,0,no,no,no,yes,yes,yes,no,4,3,3,1,3,5,4,265,14.67
266,GP,F,17,U,LE3,A,4,2,course,mother,1,2,0,no,yes,no,yes,yes,no,no,4,3,2,1,1,4,4,266,14.33
267,GP,M,17,U,LE3,T,4,3,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,2,5,5,1,4,5,8,267,15.0
268,GP,M,17,R,LE3,A,4,4,course,mother,2,2,0,no,yes,no,no,yes,yes,no,3,3,3,2,3,4,0,268,12.0
269,GP,M,16,U,LE3,T,4,3,course,mother,1,1,0,no,no,no,yes,yes,yes,no,5,4,5,1,1,3,7,269,14.33
270,GP,M,16,U,GT3,T,4,4,course,mother,1,1,0,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,4,270,14.67
271,GP,F,17,U,GT3,T,4,4,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,5,3,1,1,4,5,2,271,11.33
272,GP,M,17,R,GT3,T,1,1,home,father,2,3,0,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,272,14.0
273,GP,F,17,U,GT3,T,3,3,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,4,2,2,2,3,5,10,273,11.0
274,GP,F,17,U,GT3,T,1,1,course,mother,1,2,0,yes,no,no,no,yes,no,yes,4,3,2,1,1,4,10,274,9.67
275,GP,F,18,U,GT3,T,2,1,course,other,2,3,0,no,yes,no,no,yes,yes,yes,4,4,4,1,1,3,10,275,11.0
276,GP,M,16,U,GT3,T,2,1,course,mother,3,1,0,no,no,no,no,yes,yes,no,4,3,3,1,1,4,7,276,15.67
277,GP,F,17,U,GT3,T,1,1,course,father,1,2,0,no,yes,no,no,yes,no,no,4,3,4,1,2,5,4,277,10.67
278,GP,M,17,U,GT3,T,2,3,course,father,2,1,0,no,no,no,no,yes,yes,no,5,2,2,1,1,2,2,278,11.33
279,GP,M,22,U,GT3,T,3,1,other,mother,1,1,3,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,279,6.67
280,GP,M,18,R,LE3,T,3,3,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,3,3,1,3,5,8,280,9.67
281,GP,M,16,U,GT3,T,0,2,other,mother,1,1,0,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,281,11.33
282,GP,M,18,U,GT3,T,3,2,course,mother,2,1,0,no,no,no,no,no,yes,no,4,4,5,2,4,5,8,282,7.33
283,GP,M,16,U,GT3,T,3,3,reputation,other,3,2,1,yes,yes,no,no,yes,yes,no,5,3,3,1,3,2,4,283,10.0
284,GP,M,18,U,GT3,T,2,1,other,mother,1,1,2,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,284,7.0
285,GP,M,16,R,GT3,T,2,1,course,mother,2,1,0,no,no,no,yes,yes,no,no,3,3,2,1,3,3,2,285,13.0
286,GP,M,17,R,GT3,T,2,1,course,mother,1,1,0,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,286,12.33
287,GP,M,17,U,LE3,T,1,1,course,mother,2,1,1,no,yes,no,yes,yes,yes,no,4,4,4,1,2,5,0,287,9.67
288,GP,F,18,U,LE3,A,2,1,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,3,4,1,3,5,2,288,12.33
289,GP,F,17,U,LE3,T,4,2,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,no,4,2,3,1,1,4,2,289,15.33
290,GP,F,19,U,GT3,T,2,2,home,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,3,1,1,5,0,290,10.33
291,GP,M,18,U,LE3,T,2,1,course,mother,3,2,1,no,no,no,yes,no,yes,no,4,4,5,4,4,5,4,291,10.67
292,GP,F,17,R,GT3,T,4,2,course,mother,1,3,0,no,yes,no,yes,yes,yes,no,4,3,4,1,3,5,2,292,12.33
293,GP,F,18,U,LE3,T,1,1,home,mother,1,3,0,no,yes,no,no,yes,no,no,4,4,3,2,3,3,4,293,12.33
294,GP,F,18,R,GT3,T,2,2,home,mother,1,2,0,yes,no,no,no,yes,no,no,3,2,3,1,1,5,4,294,11.67
295,GP,M,19,U,LE3,A,4,3,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,1,1,1,1,4,295,12.67
296,GP,M,18,U,GT3,T,2,1,home,mother,1,2,0,no,no,no,yes,yes,yes,no,5,2,4,1,2,4,2,296,16.0
297,GP,M,17,R,GT3,T,2,2,other,mother,2,1,0,no,no,no,no,no,no,no,5,2,2,1,1,4,0,297,9.67
298,GP,F,17,U,LE3,T,2,2,course,father,1,4,0,no,no,no,yes,yes,yes,yes,3,4,1,1,1,2,2,298,11.0
299,GP,F,20,R,GT3,T,2,1,course,other,2,2,0,no,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,299,11.33
300,GP,F,18,U,GT3,T,4,3,home,father,1,2,0,no,yes,no,no,yes,yes,yes,3,1,2,1,3,2,2,300,15.0
301,GP,M,18,U,GT3,T,4,3,course,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,301,10.33
302,GP,M,18,R,GT3,T,3,2,course,mother,1,3,0,no,no,no,yes,yes,no,no,5,3,2,1,1,3,2,302,11.0
303,GP,F,17,U,GT3,T,3,3,home,mother,1,3,0,no,no,no,yes,yes,no,no,3,2,3,1,1,4,2,303,13.33
304,GP,F,18,U,GT3,T,2,2,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,3,1,1,3,0,304,12.0
305,GP,M,17,U,GT3,T,2,2,home,father,2,1,0,no,no,no,no,no,yes,no,4,4,4,2,3,4,8,305,8.33
306,GP,M,18,R,LE3,A,3,4,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,2,5,3,4,1,6,306,15.67
307,GP,M,17,U,GT3,T,3,1,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,4,4,3,4,5,0,307,12.0
308,GP,F,18,R,GT3,T,4,4,reputation,mother,2,2,0,no,no,no,yes,yes,yes,no,4,3,4,2,2,4,8,308,11.0
309,GP,M,18,U,GT3,T,4,2,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,5,4,5,1,3,5,4,309,12.0
310,GP,F,18,R,GT3,T,2,1,reputation,mother,2,2,0,no,yes,no,no,no,yes,yes,4,3,5,1,2,3,12,310,9.0
311,GP,F,19,U,GT3,T,3,3,home,other,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,3,3,5,16,311,11.67
312,GP,F,18,U,GT3,T,2,3,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,4,5,5,1,3,2,10,312,16.0
313,GP,F,18,U,LE3,T,1,1,home,mother,2,2,0,no,yes,no,no,yes,no,no,4,4,3,1,1,3,2,313,13.0
314,GP,M,17,R,GT3,T,1,2,home,mother,1,2,0,no,yes,no,yes,yes,no,yes,3,5,2,2,2,1,2,314,17.0
315,GP,F,18,U,GT3,T,2,1,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,2,5,1,2,1,8,315,14.33
316,GP,F,17,U,GT3,T,2,4,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,4,3,3,1,1,1,6,316,15.67
317,GP,F,17,U,LE3,T,2,2,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,4,4,4,2,3,5,6,317,12.0
318,GP,F,18,R,GT3,A,3,2,home,mother,2,2,0,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,318,10.33
319,GP,M,18,U,GT3,T,4,4,home,mother,2,1,0,no,no,no,yes,yes,yes,no,3,2,4,1,4,3,6,319,11.67
320,GP,F,18,U,GT3,T,4,4,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,2,4,4,1,1,4,2,320,13.0
321,GP,F,17,U,GT3,T,2,2,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,4,2,3,1,1,1,8,321,14.33
